Site,Method,ResponseId,duration,date,language,metadata_Browser,metadata_Version,metadata_Operating_System,metadata_Resolution,NPS,NPS_GROUP,npswhy,Finished,visit_date,motivations_normalroutine,motivations_supportsite,motivations_relax,motivations_spendtime,motivations_show,motivations_showplus2,motivations_fun_group,motivations_education_group,motivations_education_self,motivations_fun_self,motivations_other,motivations_area,motivations_other_text,exprogshow_explo,exprogshow_explo_4_TEXT,OER,oerwhy,why_oerbad_explo_1,why_oerbad_explo_2,why_oerbad_explo_3,why_oerbad_explo_4,why_oerbad_explo_5,why_oerbad_explo_6,why_oerbad_explo_7,why_oerbad_explo_8,why_oerbad_explo_9,why_oerbad_explo_10,why_oerbad_explo_11,why_oerbad_explo_11_TEXT,previsit_health,postvisit_health,explain_health_good,explain_health_bad,how_handson,explo_healthpractice_1,explo_healthpractice_2,explo_healthpractice_3,explo_healthpractice_4,explo_healthpractice_5,explo_healthpractice_6,explo_healthpractice_7,explo_healthpractice_8,entrytime,ed_quality,ent_quality,valuecost,acton_belonging,exgoodorder,staff_helpful,cafe_exp,giftshop_exp,web_helpful,museum_clean,wayfinding,staff_friendly,restrooms,ratings_ctsc_subway,ratings_ctsc_concessions,timing_explo_First_Click,timing_explo_Last_Click,timing_explo_Page_Submit,timing_explo_Click_Count,seedo_explo_1,seedo_explo_4,seedo_explo_10,seedo_explo_11,seedo_explo_12,seedo_explo_13,seedo_explo_5,seedo_explo_6,seedo_explo_7,seedo_explo_8,seedo_explo_9,seedo_explo_8_TEXT,why_sf_explo_1,why_sf_explo_2,why_sf_explo_3,why_sf_explo_4,why_sf_explo_5,why_sf_explo_6,why_sf_explo_7,why_sf_explo_7_TEXT,howhear_explo_1,howhear_explo_4,howhear_explo_5,howhear_explo_6,howhear_explo_7,howhear_explo_8,howhear_explo_9,howhear_explo_10,howhear_explo_11,howhear_explo_12,howhear_explo_3,howhear_explo_3_TEXT,adremember_explo,adaffect_explo,howarrive_explo,howarrive_explo_5_TEXT,groupmembers_explo_1,groupmembers_explo_4,groupmembers_explo_5,groupmembers_explo_6,groupmembers_explo_7,groupmembers_explo_8,groupmembers_explo_9,groupmembers_explo_3,groupmembers_explo_3_TEXT,language_explo_1,language_explo_4,language_explo_5,language_explo_6,language_explo_7,language_explo_8,language_explo_9,language_explo_10,language_explo_11,language_explo_12,language_explo_13,language_explo_14,language_explo_15,language_explo_16,language_explo_17,language_explo_18,language_explo_19,language_explo_20,language_explo_21,language_explo_22,language_explo_23,language_explo_24,language_explo_3,language_explo_3_TEXT,evermarried_explo,childrenotwith_explo,explo_emergadult,liveinus,zip,non_US,group,lastvisit_covid,lastvisit,howmanyvisits,Nadults,Nchild,race_amind_alask,race_asian,race_afram,race_hisp_lat,race_haw_pacis,race_white,race_other,race_notsay,race_other_text,lgbt,education,education_7_TEXT,income,income_pre,income_covid,disability,dis_mobility,dis_visual,dis_auditory,dis_learning,dis_cognitive,dis_other,dis_notsay,dis_other_text,age,adult1_gender,gender_3_TEXT,adult2_age,adult3_age,adult4_age,adult5_age,adult6_age,adult7_age,adult8_age,adult9_age,adult10_age,adult2_gender,adult3_gender,adult4_gender,adult5_gender,adult6_gender,adult7_gender,adult8_gender,adult9_gender,adult10_gender,adult10plus,child1_age,child2_age,child3_age,child4_age,child5_age,child6_age,child7_age,child8_age,child9_age,child10_age,child1_gender,child2_gender,child3_gender,child4_gender,child5_gender,child6_gender,child7_gender,child8_gender,child9_gender,child10_gender,child10plus,comments,member,AAM_Region,Museum_Type,Size,timezone,month,CY,QR,exittime,staytime0,staytime,day_of_week,weekend,quarter,FY,FYQ,adult1_age,state,race_norace,tot_boy,tot_girl,tot_childgen_other,tot_childgen_notsay,tot_male,tot_female,tot_other,tot_gennotsay,tot_0_3,tot_4_7,tot_8_12,tot_13_17,tot_childage_notsay,tot_childage_dontknow,tot_18_24,tot_25_34,tot_35_44,tot_45_54,tot_55_64,tot_65,tot_agenotsay,tot_agedontknow,zips_explo
the Exploratorium,Staffed,R_1LNCCIMdKx0tzsF, ,1/2/22,EN,Safari iPad,14.0.1,iPad,768x1024,7,Passive, ,TRUE, , , , , ,Yes, , , , , , , , ,Glow: Discovery the Art of Light, ,Good, , , , , , , , , , , ,"Other, please specify:",I thought it will have more exhibit about glow but most of them are not really related to that,A little concerned,Addressed my concerns a bit, ,There are a lot of interactive exhibit required hand touch,Unsure,Requiring a mask or face covering for all guests and staff indoors,Having hand sanitizer available for guests to use,"Sanitizing ""high touch"" areas and exhibits frequently",Having staff and volunteers enforce face covering guidelines,Limiting the number of guests by making reservations for a specific date and time to visit, , , ,12:15 PM,7,7,6, ,5,5,7,7, , , , , , , ,8.814,24.5,25.33,10,Visited the indoor exhibit galleries, ,Visited the temporary exhibition - Stories of Change,Visited the temporary exhibition - GLOW: Discover the Art of Light, , ,Saw a live demonstration / program / film / lecture, ,Ate in one of the restaurants, , , , , ,I live in San Francisco, , , , , , , , ,I was walking by, , , , , , , , ,Yes,Yes,Driving, ,Friend(s), , , , , , , , , , , , , , , , , , , ,Mandarin, , , , , , , , , , , , ,No,No, ,Yes,94107, ,My group included locals only, ,Never,1,2,0, ,Asian or Asian American, , , , , , , ,No,Graduate degree, , ,Don't know, ,No, , , , , , , , ,29,Woman, ,25-34, , , , , , , , ,Man, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,West,Science,Large,Pacific,January,2022,tablet,14:10:06,6906,1-2 hrs,Sunday,Sat/Sun,1st quarter,22,Jan-Mar 2022,25-34,California,race identified,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,San Francisco
the Exploratorium,QR,R_31ZU5stAnw7gqVY,207.049,1/2/22,EN,Safari iPhone,15.1,iPhone,375x812,9,Promoter,Fun and interactive,TRUE, , ,Yes, ,Yes, , , , , , , , , , , ,Excellent, , , , , , , , , , , , , ,Not at all concerned, , , ,Comfortable,Requiring a mask or face covering for all guests and staff indoors,Having hand sanitizer available for guests to use, , ,Limiting the number of guests by making reservations for a specific date and time to visit, , , , ,9,8,7, ,8,10, , , , , , , , , ,3.779,7.612,8.506,4,Visited the indoor exhibit galleries,Visited the outdoor exhibit gallery, , , , , , , , , , ,Visiting friends or family, , , , , , , ,I have known about the Exploratorium for a long time, , , , , , , , , , , ,No, ,Public transit, , , , , , , ,Family (without children), , ,English, , , , , , , , , , , , , , , , , , , , , , , ,No,No, ,Yes,94558, ,My group included locals only, ,2-5 years ago,1,2,0, , , , , ,White, , , ,No,Some college, , ,"$50,000 - $74,999", ,No, , , , , , , , ,35,Man, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,West,Science,Large,Pacific,January,2022,QR,14:21:25, , ,Sunday,Sat/Sun,1st quarter,22,Jan-Mar 2022,35-44,California,race identified,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Napa
the Exploratorium,Staffed,R_28IgKDUU9dZBDlo,174.146,1/2/22,EN,Safari iPad,14.0.1,iPad,768x1024,10,Promoter, ,TRUE, , , , ,Yes, , ,Yes, , , , , , , , ,Excellent, , , , , , , , , , , , , ,A little concerned,Fully addressed my concerns, , ,Comfortable,Requiring a mask or face covering for all guests and staff indoors,Having hand sanitizer available for guests to use,"Sanitizing ""high touch"" areas and exhibits frequently",Having staff and volunteers enforce face covering guidelines,Limiting the number of guests by making reservations for a specific date and time to visit, , , ,1:00 PM, , ,9, ,8, , , , , , , , , , ,2.775,6.474,7.212,3,Visited the indoor exhibit galleries, , , , , , , , , , , , ,To visit the Exploratorium, , , , , , ,I have known about the Exploratorium for a long time, , , , , , , , , , , ,No, ,Driving, , ,Family (with children), , , , , , , ,English, , , , ,German, , , , , ,Mandarin, , , , , , , , , , , , ,Yes,Yes, ,Yes, , ,My group included locals only, ,More than 10 years ago,1,1,2, , , , , ,White, , , ,No,Graduate degree, , ,Prefer not to say, ,No, , , , , , , , , ,Man, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,West,Science,Large,Pacific,January,2022,tablet,14:22:49,4969,1-2 hrs,Sunday,Sat/Sun,1st quarter,22,Jan-Mar 2022,Not reported, ,race identified,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, 
the Exploratorium,QR,R_e58rx5w00q2dXJD, ,1/2/22,EN,Chrome,96.0.4664.104,Android 10,740x360,10,Promoter, ,TRUE, , , , , ,Yes, , , , , , , , ,Glow: Discovery the Art of Light, ,Excellent, , , , , , , , , , , , , ,A little concerned,Fully addressed my concerns, , ,Comfortable,Requiring a mask or face covering for all guests and staff indoors,Having hand sanitizer available for guests to use,"Sanitizing ""high touch"" areas and exhibits frequently",Having staff and volunteers enforce face covering guidelines,Limiting the number of guests by making reservations for a specific date and time to visit, , , , ,10,10,9, ,10,10, , , , , , , , , ,70.11,81.21,82.623,8,Visited the indoor exhibit galleries,Visited the outdoor exhibit gallery, ,Visited the temporary exhibition - GLOW: Discover the Art of Light, , , , , , , , , ,To visit the Exploratorium, , , , , , , , , , , , , ,I saw an advertisement, , , , ,Yes,Yes,Public transit, , , , , , , ,Family (without children), , ,English, , , , , , , , , , , , , , , , , , , , , , , , , , ,Yes,94558, ,My group included out-of-towners only, ,More than 10 years ago,1,2,0, , , , , ,White, , , ,No,College degree, , ,"$50,000 - $74,999", ,No, , , , , , , , ,64,Woman, ,35-44, , , , , , , , ,Man, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,West,Science,Large,Pacific,January,2022,QR,14:42:23, , ,Sunday,Sat/Sun,1st quarter,22,Jan-Mar 2022,55-64,California,race identified,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Napa
the Exploratorium,Staffed,R_2fr4MleTJabeD1l,697.258,1/2/22,EN,Safari iPad,14.0.1,iPad,768x1024,10,Promoter, ,TRUE, , , , , , , ,Yes, , , , , , , , ,Outstanding, , , , , , , , , , , , , ,Not at all concerned, , , ,Comfortable, , ,"Sanitizing ""high touch"" areas and exhibits frequently", , , , , ,2:00 PM,10,10,10, ,10,10,10,10, , , , , , , ,4.789,11.668,12.264,3,Visited the indoor exhibit galleries, , , , , , , , , , , , , ,I live in San Francisco, , , , , ,I have known about the Exploratorium for a long time, , , , , , , , , , , ,No, ,"Ride service (Taxy, Lyft, Uber, etc.)", ,Friend(s), , , , , , , , ,English, , , , , , , , , , ,Mandarin, , , , , , , , , , , , , ,No, ,Yes,8540, ,My group included locals only, ,Never,1,2,0, ,Asian or Asian American, , , , , , , ,Not sure or questioning,Graduate degree, , ,"$75,000 - $99,999", , , , , , , , , , ,29,Woman, ,18-24, , , , , , , , ,Woman, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,West,Science,Large,Pacific,January,2022,tablet,14:43:25,2605,30-60 min,Sunday,Sat/Sun,1st quarter,22,Jan-Mar 2022,25-34,New Jersey,race identified,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,outside (Bay Area)
the Exploratorium,Staffed,R_31WyNBRNeuXiWxD,261.967,1/2/22,EN,Safari iPad,14.0.1,iPad,768x1024,10,Promoter, ,TRUE, , , , , , , , , , ,Yes, , , , , ,Excellent, , , , , , , , , , , , , ,A little concerned,Fully addressed my concerns, , ,Comfortable, ,Having hand sanitizer available for guests to use,"Sanitizing ""high touch"" areas and exhibits frequently", , , , , ,1:00 PM,10,10,10, ,10,10,10,10, , , , , , , ,2.59,19.422,20.236,4,Visited the indoor exhibit galleries,Visited the outdoor exhibit gallery, , , , , , , , , , , , , , , ,Vacation trip, , , ,I heard about it from friends/family, , , , , , , , , , ,Yes,No,"Ride service (Taxy, Lyft, Uber, etc.)", , , , , , ,No one--I came by myself, , , ,English, , , , , , , , , , , , , , , , , , , , , , , ,No,No, ,Yes,78589, ,My group included out-of-towners only, ,Never,1,1,0, , , ,Hispanic or Latino/a/x, , , , , ,No, , , ,"$200,000 - $249,999", ,No, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,West,Science,Large,Pacific,January,2022,tablet,14:49:55,6595,1-2 hrs,Sunday,Sat/Sun,1st quarter,22,Jan-Mar 2022,Not reported,Texas,race identified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,outside (Bay Area)
the Exploratorium,Staffed,R_3sA2aS1uHOWWAzr,198.281,1/2/22,EN,Safari iPad,14.0.1,iPad,768x1024,8,Passive, ,TRUE, , ,Yes, , , , , , , , , , , , , ,Good, , , , , , , , , , , , , ,Not at all concerned, , , ,Unsure, , , , , , , , ,12:15 PM,9,9,9, ,8,8,8,9, , , , , , , ,1.581,1.581,3.741,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,English, , , , , , , , , , , , , , , , , , , , , , , ,Yes, , , , , , , , , ,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,West,Science,Large,Pacific,January,2022,tablet,14:57:10,9730,2-3 hrs,Sunday,Sat/Sun,1st quarter,22,Jan-Mar 2022,Not reported, ,no race identified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, 
the Exploratorium,Staffed,R_3OkKpVqqTCm7KiE,318.544,1/2/22,EN,Safari iPad,14.0.1,iPad,768x1024,10,Promoter,Allow my kids to develop their imagination,TRUE, , , , ,Yes, , ,Yes, , , , , , , , ,Outstanding, , , , , , , , , , , , , ,Moderately concerned,Fully addressed my concerns, , ,Comfortable,Requiring a mask or face covering for all guests and staff indoors, , , , , , , ,12:00 PM,10,10,10, ,10,10,10,10, , , , , , , ,6.021,10.853,11.662,10,Visited the indoor exhibit galleries,Visited the outdoor exhibit gallery,Visited the temporary exhibition - Stories of Change,Visited the temporary exhibition - GLOW: Discover the Art of Light, , ,Saw a live demonstration / program / film / lecture,Went to one or both of the museum stores,Ate in one of the restaurants, , , , , ,I live in San Francisco, , , , , , , , , , , , , , ,Social media, , ,Yes,No,Driving, ,Friend(s),Family (with children), , , , , , , ,English, , , , , , , , , , , , , ,Portuguese, ,Spanish, , , , , , , ,Prefer not to say,Yes, ,Yes, , , , ,3-6 months ago,2,2,3, , , ,Hispanic or Latino/a/x, , , , , ,No,College degree, , ,"$50,000 - $74,999", ,Yes, ,Visual, , , , , , ,34,Man, ,65+, , , , , , , , ,Woman, , , , , , , , , ,7-Apr,12-Aug,13-17, , , , , , , ,Boy,Girl,Girl, , , , , , , , , ,2,West,Science,Large,Pacific,January,2022,tablet,15:08:14,11294,3-4 hrs,Sunday,Sat/Sun,1st quarter,22,Jan-Mar 2022,25-34, ,race identified,1,2,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0, 
the Exploratorium,Staffed,R_eDVfpvwMIaoB1yp,285.004,1/2/22,EN,Safari iPad,14.0.1,iPad,768x1024,10,Promoter, ,TRUE, , , , ,Yes, , , ,Yes, , , , , , , ,Excellent, , , , , , , , , , , , , ,Moderately concerned,Fully addressed my concerns, , ,Somewhat comfortable, ,Having hand sanitizer available for guests to use,"Sanitizing ""high touch"" areas and exhibits frequently", , , , , ,1:45 PM,10,10,10, ,10,10,10,10, , , , , , , ,2.811,15.065,15.943,10,Visited the indoor exhibit galleries,Visited the outdoor exhibit gallery,Visited the temporary exhibition - Stories of Change,Visited the temporary exhibition - GLOW: Discover the Art of Light, , , , , , , , , ,To visit the Exploratorium, , , , , , , , , , , , ,I found it online, , , , , ,No, ,Driving, , ,Family (with children), , , , , , , ,English, , , , , , , , , , , , , , , , , , , , , , , ,Prefer not to say,Prefer not to say, ,Yes, , ,My group included locals only, ,1-2 years ago,1,1,2, , , ,Hispanic or Latino/a/x, , , , , ,No,Prefer not to say, , ,Prefer not to say, ,Prefer not to say, , , , , , , , , ,Prefer to self-describe, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,West,Science,Large,Pacific,January,2022,tablet,15:18:26,5606,1-2 hrs,Sunday,Sat/Sun,1st quarter,22,Jan-Mar 2022,Not reported, ,race identified,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, 
the Exploratorium,Staffed,R_2v7XqYkVlW2SE1z,377.971,1/2/22,EN,Safari iPad,14.0.1,iPad,768x1024,10,Promoter, ,TRUE, , , , ,Yes, , , , ,Yes, , , , , , ,Outstanding,There was a lot to do even with rona, , , , , , , , , , , , ,Not at all concerned, , , ,Comfortable,Requiring a mask or face covering for all guests and staff indoors,Having hand sanitizer available for guests to use,"Sanitizing ""high touch"" areas and exhibits frequently",Having staff and volunteers enforce face covering guidelines,Limiting the number of guests by making reservations for a specific date and time to visit, , , ,12:00 PM,10,10,10, ,9,10,10, , , , , , , , ,0.757,17.581,18.337,16,Visited the indoor exhibit galleries,Visited the outdoor exhibit gallery, ,Visited the temporary exhibition - GLOW: Discover the Art of Light, , , ,Went to one or both of the museum stores,Ate in one of the restaurants, , , , ,To visit the Exploratorium, , , , , , , ,I heard about it from friends/family, , , , , , , , , , ,Not sure, ,Driving, , , ,Significant other, , , , , , ,English, , , , , , , , , , , , , , , , , , , , , , , ,No,No, ,Yes,85395, ,My group included out-of-towners only, ,Never,1,2,0,American Indian or Alaskan Native, , , , ,White, , , ,No,Some college, , ,Prefer not to say, ,No, , , , , , , , ,18,Man, ,18-24, , , , , , , , ,Woman, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,West,Science,Large,Pacific,January,2022,tablet,15:32:00,12720,3-4 hrs,Sunday,Sat/Sun,1st quarter,22,Jan-Mar 2022,18-24,Arizona,race identified,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,outside (Bay Area)
the Exploratorium,Staffed,R_3qEZbgZ40m9wPqh,221.341,1/2/22,EN,Safari iPad,14.0.1,iPad,768x1024,9,Promoter, ,TRUE, , , , , , , , , ,Yes,Yes, , , , , ,Excellent,Family time salsa, , , , , , , , , , , , ,Not at all concerned, , , ,Comfortable,Requiring a mask or face covering for all guests and staff indoors, , , , , , , ,2:30 PM,8,8,8, ,8,8,6,6, , , , , , , ,5.097,8.098,9.952,3,Visited the indoor exhibit galleries, ,Visited the temporary exhibition - Stories of Change, , , , , , , , , , ,To visit the Exploratorium, , , , , , , , , , , , , , , , , , ,Yes,Yes,Walking or biking, , ,Family (with children), , , , , , , ,English, , , , , , , , , , , , , , , , , , , , , , , ,No,Yes, ,Yes, , ,My group included locals only, ,Within the past three months, ,2, , , , ,Hispanic or Latino/a/x, , , , , ,No,Graduate degree, , ,"$100,000 - $149,999", ,Yes, , , , , , , , ,21,Man, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,West,Science,Large,Pacific,January,2022,tablet,15:38:12,5892,1-2 hrs,Sunday,Sat/Sun,1st quarter,22,Jan-Mar 2022,18-24, ,race identified,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0, 
the Exploratorium,Staffed,R_1LTnxpVO5vGtIbA,131.239,1/2/22,EN,Safari iPad,14.0.1,iPad,768x1024,8,Passive, ,TRUE, , , , , , , ,Yes, , ,Yes, , , , , ,Excellent, , , , , , , , , , , , , ,A little concerned,Mostly addressed my concerns, , , , , , , , , , , ,2:15 PM,9,9,9, ,9,8, , , , , , , , , ,0.855,7.732,8.168,8,Visited the indoor exhibit galleries,Visited the outdoor exhibit gallery, , , , , , , , , , , , , , , , , , , , ,I read about it in a travel guide, , , , , , , , , ,No, ,Public transit, , , , , , , ,Family (without children), , ,English, , , , , , , , , , , , , , , , , , , , , , , , , , ,Yes, , ,My group included out-of-towners only, ,Never,1,1,1, , ,Black or African American, , , , , , ,Yes,Some college, , ,"Under $25,000", ,No, , , , , , , , , ,Woman, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,West,Science,Large,Pacific,January,2022,tablet,15:45:43,5443,1-2 hrs,Sunday,Sat/Sun,1st quarter,22,Jan-Mar 2022,Not reported, ,race identified,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, 
the Exploratorium,Staffed,R_1M64bHGt3UrzFyE,222.245,1/2/22,EN,Safari iPad,14.0.1,iPad,768x1024,10,Promoter, ,TRUE, , , , , , , ,Yes, , , , , , , , ,Outstanding, , , , , , , , , , , , , ,Not at all concerned, , , ,Comfortable, , ,"Sanitizing ""high touch"" areas and exhibits frequently", , , , , ,2:00 PM,8,8,8, ,8,10, , , , , , , , , ,4.089,12.371,13.542,5,Visited the indoor exhibit galleries, , , , , , , , , , , , , ,I live in San Francisco, , , , , ,I have known about the Exploratorium for a long time, , , , , , , , , , , ,No, ,Driving, , ,Family (with children), , , , , , , ,English, , , ,French, , , , , , , , , , ,Russian, , , , , , , , ,Yes,Yes, ,Yes,94110, ,My group included locals only, ,3-6 months ago, ,2,2, , , , , ,White, , , ,No,Graduate degree, , ,Prefer not to say, ,No, , , , , , , , ,37,Man, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,West,Science,Large,Pacific,January,2022,tablet,15:51:39,6699,1-2 hrs,Sunday,Sat/Sun,1st quarter,22,Jan-Mar 2022,35-44,California,race identified,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,San Francisco
the Exploratorium,Staffed,R_2YJokppemHJSGlk,148.7,1/2/22,EN,Safari iPad,14.0.1,iPad,768x1024,8,Passive, ,TRUE, , , , , , , , , , , , ,Yes, , , ,Excellent, , , , , , , , , , , , , ,A little concerned,Fully addressed my concerns, , ,Comfortable,Requiring a mask or face covering for all guests and staff indoors, , ,Having staff and volunteers enforce face covering guidelines, , , , ,2:30 PM,10,10,10, ,10,10, , , , , , , , , ,2.104,5.388,6.126,4,Visited the indoor exhibit galleries, , , , , , , , , , , , , , , , ,Vacation trip, , ,I have known about the Exploratorium for a long time, , , , , , , , , , , , ,No,Driving, , ,Family (with children), , , , , , , ,English, , , , , , , , , , , , , , , , , , , , , , , ,Prefer not to say,Yes, ,Yes, , ,My group included locals and out-of-towners, ,5-10 years ago,1, , , , , , , ,White, , , ,No,Graduate degree, , ,"$100,000 - $149,999", ,No, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,West,Science,Large,Pacific,January,2022,tablet,15:56:08,6968,1-2 hrs,Sunday,Sat/Sun,1st quarter,22,Jan-Mar 2022,Not reported, ,race identified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, 
the Exploratorium,Staffed,R_3rIAcJsajGKYEVb,327.278,1/2/22,EN,Safari iPad,14.0.1,iPad,768x1024,10,Promoter,Interaction with family,TRUE, , , , ,Yes, , , , , , , , , , , ,Outstanding, , , , , , , , , , , , , ,A little concerned,Fully addressed my concerns,Vaccine card requirements, ,Somewhat comfortable,Requiring a mask or face covering for all guests and staff indoors,Having hand sanitizer available for guests to use,"Sanitizing ""high touch"" areas and exhibits frequently", , , , , ,12:00 PM,10,10,10, ,10,10,10,10, , , , , , , ,1.964,13.133,14.178,8,Visited the indoor exhibit galleries,Visited the outdoor exhibit gallery, ,Visited the temporary exhibition - GLOW: Discover the Art of Light, , ,Saw a live demonstration / program / film / lecture, ,Ate in one of the restaurants, , , ,Visiting friends or family, , , , , , , , ,I heard about it from friends/family, , , , , , , , , , ,No, ,Driving, , ,Family (with children), , , , , , , ,English, , , , , , , , , , , , , , , , , , , , , , , ,Yes,Yes, ,Yes,60201, ,My group included locals and out-of-towners, ,2-5 years ago,1,4,3, , , ,Hispanic or Latino/a/x, ,White, , , ,Not sure or questioning,Graduate degree, , ,"More than $300,000", ,No, , , , , , , , ,52,Woman, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,West,Science,Large,Pacific,January,2022,tablet,16:04:27,14667,4-5 hrs,Sunday,Sat/Sun,1st quarter,22,Jan-Mar 2022,45-54,Illinois,race identified,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,outside (Bay Area)
the Exploratorium,Staffed,R_8uZPV6YJb73qhqx,438.822,1/2/22,EN,Safari iPad,14.0.1,iPad,768x1024,10,Promoter, ,TRUE, , , , ,Yes, , , , , , , ,Yes, , , ,Outstanding, , , , , , , , , , , , , ,A little concerned,Addressed my concerns a bit, , ,Somewhat comfortable,Requiring a mask or face covering for all guests and staff indoors,Having hand sanitizer available for guests to use,"Sanitizing ""high touch"" areas and exhibits frequently",Having staff and volunteers enforce face covering guidelines, ,Limiting guests to 50% of normal capacity, , ,1:30 PM,9,9,10, ,7,6, , , , , , , , , ,2.462,7.476,8.236,6,Visited the indoor exhibit galleries, , , , , ,Saw a live demonstration / program / film / lecture, , , , , ,Visiting friends or family, , , , ,Vacation trip, , , ,I heard about it from friends/family, , , , , , , , , , ,No, ,Walking or biking, , , , , , , ,Family (without children), , ,English, , , , , , , , , , , , , , , , , , , , , , , ,Yes,No, ,Yes, , ,My group included out-of-towners only, ,Never,1,2,0, ,Asian or Asian American, ,Hispanic or Latino/a/x, , , , , ,No,College degree, , ,"$150,000 - $199,999", ,No, , , , , , , , ,31,Prefer not to say, ,25-34, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,West,Science,Large,Pacific,January,2022,tablet,16:13:25,9805,2-3 hrs,Sunday,Sat/Sun,1st quarter,22,Jan-Mar 2022,25-34, ,race identified,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0, 
the Exploratorium,Staffed,R_eXMeNbWr2SrrDYR,266.185,1/2/22,EN,Safari iPad,14.0.1,iPad,768x1024,10,Promoter, ,TRUE, , , , ,Yes, , , , , , , , , , , ,Outstanding, , , , , , , , , , , , , , , , , , , , , , , , , , ,2:00 PM, , , , , , , , , , , , , , , ,1.806,1.806,3.524,1, , , , , , , , , , , , , , ,I live in San Francisco, , , , , , ,I heard about it from friends/family, , , , , , , , , , ,No, ,Driving, , , ,Significant other, , , , , , ,English, , , , , , , , , , , , , , , ,Spanish, , , , , , , , , , ,Yes, , , , , , ,2, , , , ,Hispanic or Latino/a/x, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,West,Science,Large,Pacific,January,2022,tablet,16:25:15,8715,2-3 hrs,Sunday,Sat/Sun,1st quarter,22,Jan-Mar 2022,Not reported, ,race identified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, 
